name	locus_tag	ko_category
VC2363	VC2363	KO-a1.a5.a2
thrA	VC2364	KO-a1.a5.a2:KO-a1.a5.a3:KO-a1.a5.a6:KO-a1.b0.b8
Thr leader	Thr leader	None
VC2365	VC2365	None
VC2366	VC2366	KO-a7.a2.a3
VC2367	VC2367	None
VC2368	VC2368	KO-a3.a2.a1:KO-a7.a3.a4
VC2369	VC2369	KO-a3.a2.a1:KO-a7.a1.a2:KO-a7.a3.a4
VC2370	VC2370	None
VC2371	VC2371	KO-a8.a4.a2
VC2373	VC2373	KO-a1.a2.a7:KO-a1.a5.a1:KO-a7.a1.a4
gltD	VC2374	KO-a1.a2.a7:KO-a1.a5.a1
gltB	VC2376	KO-a1.a2.a7:KO-a1.a5.a1:KO-a7.a1.a4
gltD	VC2377	KO-a1.a2.a7:KO-a1.a5.a1
VC2378	VC2378	None
VC2379	VC2379	KO-a1.a5.a3
VC2380	VC2380	KO-a1.a8.b1
VC2381	VC2381	KO-a3.a1.a1:KO-a7.a3.a1
VC2382	VC2382	None
VC2383	VC2383	None
VC2384	VC2384	KO-a8.a4.a2
IGR3	IGR3	None
VC2385	VC2385	KO-a8.a1.a1
VC2386	VC2386	None
VC2387	VC2387	None
VC2388	VC2388	None
carB	VC2389	KO-a1.a4.a2:KO-a1.a5.a1
VC2390	VC2390	KO-a1.a4.a2:KO-a1.a5.a1
VC2391	VC2391	KO-a1.a5.a6:KO-a1.b0.b8
VC2392	VC2392	KO-a7.a2.b5
secA	VC2394	KO-a2.a3.a1:KO-a3.a1.a3:KO-a4.a4.a1:KO-a7.a3.a2
VC2395	VC2395	None
lpxC	VC2396	KO-a1.a7.b4:KO-a7.a1.a6
VC2397	VC2397	KO-a7.a2.b4:KO-a7.a3.a6:KO-a7.a3.a8
ftsA	VC2398	KO-a7.a2.b4:KO-a7.a3.a6
VC2399	VC2399	KO-a7.a2.b4
murC	VC2400	KO-a1.a7.b7:KO-a7.a1.a7
murG	VC2401	KO-a1.a7.b7:KO-a6.b1.a2:KO-a7.a1.a7
VC2402	VC2402	KO-a7.a2.b4:KO-a7.a3.a1
murD	VC2403	KO-a1.a6.a6:KO-a1.a7.b7:KO-a7.a1.a7
mraY	VC2404	KO-a1.a7.b7:KO-a6.b1.a2:KO-a7.a1.a7
VC2405	VC2405	KO-a1.a5.a6:KO-a1.a7.b7:KO-a6.b1.a2
murE	VC2406	KO-a1.a5.a6:KO-a1.a7.b7:KO-a7.a1.a7
VC2407	VC2407	KO-a1.a7.b7:KO-a6.b1.a1:KO-a7.a1.a7:KO-a7.a2.b4
VC2408	VC2408	KO-a7.a2.b4
mraW	VC2409	KO-a7.a2.a6
RNaseP	RNaseP	None
VC2412	VC2412	KO-a1.a1.a1:KO-a1.a1.a2:KO-a1.a1.b0:KO-a1.a1.b1:KO-a1.a1.b2:KO-a1.a5.a2:KO-a1.a5.a4:KO-a1.a5.a7:KO-a1.a5.b3:KO-a7.a3.a7
aceF	VC2413	KO-a1.a1.a1:KO-a1.a1.a2:KO-a1.a1.b0
aceE	VC2414	KO-a1.a1.a1:KO-a1.a1.a2:KO-a1.a1.b0
pdhR	VC2415	KO-a7.a2.a1
VC2416	VC2416	KO-a1.a4.a1:KO-a1.a4.a2
VC2417	VC2417	KO-a2.a4.a2:KO-a2.a4.a4:KO-a2.a4.a5:KO-a7.a2.b5
VC2418	VC2418	KO-a7.a2.a9:KO-a7.a3.a2
xerD	VC2419	KO-a7.a2.b4
VC2420	VC2420	KO-a8.a1.a3
VC2421	VC2421	KO-a7.a1.a7
VC2422	VC2422	KO-a1.a8.a4
VC2423	VC2423	KO-a3.a2.a1:KO-a7.a3.a2:KO-a7.a3.a5
VC2424	VC2424	KO-a7.a3.a2:KO-a7.a3.a5
VC2425	VC2425	KO-a7.a3.a2:KO-a7.a3.a5
VC2426	VC2426	KO-a7.a1.a4:KO-a7.a3.a2:KO-a7.a3.a5
coaE	VC2427	KO-a1.a8.a5
VC2428	VC2428	KO-a7.a2.b4
VC2429	VC2429	KO-a8.a4.a2
VC2430	VC2430	KO-a7.a2.b3:KO-a7.a2.b4:KO-a7.a3.a8
VC2431	VC2431	KO-a7.a2.b3:KO-a7.a2.b4:KO-a7.a3.a8
VC2432	VC2432	KO-a8.a4.a2
VC2433	VC2433	KO-a1.a4.a1
VC2434	VC2434	KO-a8.a4.a2
VC2435	VC2435	KO-a1.a4.a1
tolC	VC2436	KO-a3.a1.a3:KO-a3.a2.a1:KO-a6.b1.a1:KO-a6.b1.a3:KO-a7.a3.a1:KO-a7.a3.a2:KO-a7.a3.b8
VC2437	VC2437	None
VC2438	VC2438	KO-a8.a1.a1
VC2439	VC2439	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a3.a5
VC2440	VC2440	KO-a8.a1.a1
VC2441	VC2441	KO-a8.a4.a2
VC2442	VC2442	KO-a8.a3.a1
VC2443	VC2443	KO-a8.a3.a4
VC2444	VC2444	KO-a7.a3.a2
VC2445	VC2445	KO-a7.a3.a2
cca	VC2446	KO-a7.a2.a7
eno	VC2447	KO-a1.a1.a1:KO-a1.a2.a6:KO-a2.a3.a7:KO-a7.a2.a3:KO-a7.a3.a7
pyrG	VC2448	KO-a1.a4.a2
mazG	VC2450	KO-a1.a4.a1:KO-a1.a4.a2:KO-a1.a8.a4:KO-a1.a8.a5
VC2451	VC2451	KO-a1.a4.a1
rumA	VC2452	KO-a7.a2.a6
VC2453	VC2453	KO-a3.a2.a1:KO-a4.a4.a2:KO-a7.a1.a2:KO-a7.a3.a4
VC2454	VC2454	KO-a4.a4.a2
VC2455	VC2455	None
VC2456	VC2456	None
acpS	VC2457	KO-a1.a8.a5
VC2458	VC2458	KO-a1.a8.a3
recO	VC2459	KO-a2.a4.a5:KO-a7.a2.b5
era	VC2460	KO-a7.a2.a6:KO-a7.a2.b6
rnc	VC2461	KO-a7.a2.a3:KO-a7.a2.a6:KO-a7.a2.b4
VC2462	VC2462	KO-a2.a3.a1:KO-a7.a1.a4
VC2463	VC2463	None
VC2464	VC2464	KO-a7.a2.a2
rseB	VC2465	KO-a7.a2.a2
VC2466	VC2466	KO-a7.a2.a2
VC2467	VC2467	KO-a7.a2.a2
VC2469	VC2469	KO-a1.a5.a1:KO-a1.a8.a4
VC2470	VC2470	None
VC2471	VC2471	KO-a7.a3.a8
VC2472	VC2472	KO-a7.a2.a7
VC2473	VC2473	None
VC2474	VC2474	KO-a1.a8.b2
VC2475	VC2475	KO-a1.a8.b2
VC2476	VC2476	KO-a8.a4.a2
VC2478	VC2478	KO-a7.a2.b4
6S RNA	6S RNA	None
VC2479	VC2479	KO-a1.a8.a9
VC2480	VC2480	KO-a1.a1.a3
VC2481	VC2481	KO-a1.a2.a6:KO-a1.a5.a2:KO-a1.a5.a3:KO-a7.a3.a7
ilvH	VC2482	KO-a1.a1.b3:KO-a1.a1.b4:KO-a1.a5.a5:KO-a1.a8.a5
VC2483	VC2483	KO-a1.a1.b3:KO-a1.a1.b4:KO-a1.a5.a5:KO-a1.a8.a5
VC2484	VC2484	KO-a1.a3.a1:KO-a1.a3.a3:KO-a4.a4.a1:KO-a7.a1.a8:KO-a7.a3.a7
leuO	VC2485	KO-a7.a2.a1
VC2487	VC2487	None
VC2488	VC2488	KO-a1.a7.b7:KO-a7.a1.a7
VC2489	VC2489	None
VC2490	VC2490	KO-a1.a1.b0:KO-a1.a5.a5
VC2491	VC2491	KO-a1.a1.b4:KO-a1.a5.a5
VC2492	VC2492	KO-a1.a1.b4:KO-a1.a5.a5
leuD	VC2493	KO-a1.a1.b4:KO-a1.a5.a5
VC2494	VC2494	None
VC2497	VC2497	None
VC2498	VC2498	None
VC2499	VC2499	KO-a3.a1.a1:KO-a7.a3.a1
VC2500	VC2500	KO-a3.a1.a1:KO-a7.a3.a1
VC2501	VC2501	KO-a1.a6.a7:KO-a7.a1.a4
VC2502	VC2502	KO-a2.a4.a1:KO-a2.a4.a4:KO-a2.a4.a5:KO-a7.a2.b3:KO-a7.a2.b5
valS	VC2503	KO-a2.a2.a2:KO-a7.a1.b1:KO-a7.a2.a7
VC2504	VC2504	KO-a1.a1.b1:KO-a1.a2.a6:KO-a1.a5.a2
VC2505	VC2505	KO-a7.a2.a6:KO-a7.a2.a7
VC2506	VC2506	KO-a7.a2.a2
VC2507	VC2507	KO-a8.a3.a4
VC2508	VC2508	KO-a1.a5.a8
pyrB	VC2510	KO-a1.a4.a2:KO-a1.a5.a1
VC2511	VC2511	KO-a1.a4.a2:KO-a1.a5.a1
VC2512	VC2512	KO-a8.a1.a1
VC2513	VC2513	KO-a1.a3.a9:KO-a1.a3.b0:KO-a7.a1.a8
VC2514	VC2514	KO-a1.a1.a9:KO-a1.a7.b7:KO-a7.a1.a7
VC2515	VC2515	None
VC2516	VC2516	KO-a3.a1.a1:KO-a7.a3.a1
VC2517	VC2517	KO-a3.a1.a1:KO-a7.a3.a1
VC2518	VC2518	KO-a3.a1.a1:KO-a7.a3.a1
VC2519	VC2519	KO-a3.a1.a1:KO-a7.a3.a1
VC2520	VC2520	KO-a3.a1.a1:KO-a7.a3.a1
VC2522	VC2522	KO-a7.a3.a1
VC2523	VC2523	KO-a1.a7.b4:KO-a7.a1.a6
VC2524	VC2524	KO-a1.a7.b4:KO-a7.a1.a6
VC2525	VC2525	KO-a7.a3.a1
VC2527	VC2527	KO-a7.a3.a1
VC2528	VC2528	KO-a3.a1.a1:KO-a7.a3.a1
VC2529	VC2529	KO-a3.a2.a1:KO-a4.a4.a2:KO-a4.a5.a2:KO-a7.a2.a2
VC2530	VC2530	KO-a7.a2.a6
VC2531	VC2531	KO-a3.a1.a2:KO-a7.a3.a1
VC2532	VC2532	KO-a7.a2.a3
VC2533	VC2533	KO-a3.a1.a2:KO-a7.a3.a1
VC2534	VC2534	KO-a7.a3.a1
VC2535	VC2535	KO-a7.a1.a4
VC2536	VC2536	KO-a7.a2.a6
VC2537	VC2537	KO-a3.a1.a1:KO-a7.a3.a1
thiP	VC2538	KO-a3.a1.a1:KO-a7.a3.a1
tbpA	VC2539	KO-a3.a1.a1:KO-a7.a3.a1
VC2540	VC2540	None
VC2541	VC2541	KO-a1.a8.b2:KO-a1.b1.a2
VC2542	VC2542	KO-a8.a1.a1
VC2544	VC2544	KO-a1.a1.a1:KO-a1.a1.a3:KO-a1.a1.a5:KO-a1.a2.a6:KO-a7.a3.a7
VC2545	VC2545	KO-a1.a2.a1
VC2546	VC2546	None
VC2547	VC2547	KO-a7.a3.a1
VC2548	VC2548	KO-a7.a3.a1
VC2549	VC2549	KO-a8.a1.a1
VC2550	VC2550	KO-a8.a4.a2
VC2551	VC2551	None
VC2552	VC2552	None
VC2553	VC2553	KO-a7.a3.a1
VC2554	VC2554	KO-a7.a3.a1
VC2555	VC2555	KO-a8.a4.a2
VC2557	VC2557	None
VC2558	VC2558	KO-a1.a2.a8:KO-a1.a4.a1
cysN	VC2559	KO-a1.a2.a8:KO-a1.a4.a1:KO-a1.a6.a4:KO-a1.b0.b8
VC2560	VC2560	KO-a1.a2.a8:KO-a1.a4.a1:KO-a1.a6.a4:KO-a1.b0.b8
VC2561	VC2561	KO-a1.a8.b1
cpdB	VC2562	KO-a1.a4.a1:KO-a1.a4.a2
VC2563	VC2563	None
VC2564	VC2564	KO-a7.a2.a6
VC2565	VC2565	KO-a8.a4.a1
VC2566	VC2566	None
VC2567	VC2567	KO-a7.a2.b4
VC2568	VC2568	KO-a7.a2.a9
VC2569	VC2569	None
rplQ	VC2570	KO-a2.a2.a1:KO-a7.a2.a5
VC2571	VC2571	KO-a2.a1.a1:KO-a7.a2.a2:KO-a7.a2.b5
rpsD	VC2572	KO-a2.a2.a1:KO-a7.a2.a5
VC2573	VC2573	KO-a2.a2.a1:KO-a7.a2.a5
rpsM	VC2574	KO-a2.a2.a1:KO-a7.a2.a5
rpmJ	VC2575	KO-a2.a2.a1:KO-a7.a2.a5
secY	VC2576	KO-a2.a3.a1:KO-a3.a1.a3:KO-a4.a4.a1:KO-a7.a3.a2
rplO	VC2577	KO-a2.a2.a1:KO-a7.a2.a5
rpmD	VC2578	KO-a2.a2.a1:KO-a7.a2.a5
rpsE	VC2579	KO-a2.a2.a1:KO-a7.a2.a5
rplR	VC2580	KO-a2.a2.a1:KO-a7.a2.a5
rplF	VC2581	KO-a2.a2.a1:KO-a7.a2.a5
rpsH	VC2582	KO-a2.a2.a1:KO-a7.a2.a5
rpsN	VC2583	KO-a2.a2.a1:KO-a7.a2.a5
rplE	VC2584	KO-a2.a2.a1:KO-a7.a2.a5
rplX	VC2585	KO-a2.a2.a1:KO-a7.a2.a5
rplN	VC2586	KO-a2.a2.a1:KO-a7.a2.a5
rpsQ	VC2587	KO-a2.a2.a1:KO-a7.a2.a5
rpmC	VC2588	KO-a2.a2.a1:KO-a7.a2.a5
rplP	VC2589	KO-a2.a2.a1:KO-a7.a2.a5
rpsC	VC2590	KO-a2.a2.a1:KO-a7.a2.a5
rplV	VC2591	KO-a2.a2.a1:KO-a7.a2.a5
rpsS	VC2592	KO-a2.a2.a1:KO-a7.a2.a5
rplB	VC2593	KO-a2.a2.a1:KO-a7.a2.a5
rplW	VC2594	KO-a2.a2.a1:KO-a7.a2.a5
rplD	VC2595	KO-a2.a2.a1:KO-a7.a2.a5
rplC	VC2596	KO-a2.a2.a1:KO-a7.a2.a5
rpsJ	VC2597	KO-a2.a2.a1:KO-a7.a2.a5
VC2598	VC2598	KO-a7.a2.a6
VC2599	VC2599	KO-a2.a3.a7:KO-a7.a2.a3:KO-a7.a2.a7
VC2600	VC2600	KO-a8.a4.a2
VC2601	VC2601	KO-a4.a5.a2:KO-a7.a3.a1:KO-a7.a3.a5
VC2602	VC2602	KO-a1.a4.a1:KO-a1.a5.a1
VC2603	VC2603	KO-a1.a5.a1:KO-a1.a6.a5:KO-a7.a1.a4
VC2604	VC2604	KO-a7.a2.a9
VC2605	VC2605	KO-a8.a4.a2
VC2606	VC2606	KO-a7.a3.a1
VC2607	VC2607	KO-a7.a3.a1
VC2608	VC2608	KO-a7.a2.a8
VC2609	VC2609	None
VC2610	VC2610	KO-a8.a4.a2
VC2612	VC2612	KO-a8.a4.a2
VC2613	VC2613	None
VC2614	VC2614	KO-a3.a2.a1:KO-a4.a4.a1:KO-a4.a4.a2:KO-a7.a2.a1
VC2615	VC2615	None
astD	VC2616	KO-a1.a5.a9
VC2617	VC2617	KO-a1.a5.a9
argD	VC2618	KO-a1.a5.a6:KO-a1.a5.a8:KO-a7.a1.b1
VC2619	VC2619	KO-a1.a8.a8
rimO	VC2620	KO-a7.a2.a6
VC2621	VC2621	KO-a8.a4.a2
VC2622	VC2622	KO-a7.a3.a1
VC2623	VC2623	KO-a2.a2.a2:KO-a7.a1.b1:KO-a7.a2.a7
VC2624	VC2624	KO-a1.a1.b1
VC2625	VC2625	KO-a1.a1.a3:KO-a1.a1.a4
VC2626	VC2626	KO-a2.a4.a4:KO-a7.a2.b3:KO-a7.a2.b5:KO-a7.a3.a8
VC2627	VC2627	KO-a8.a4.a1
aroB	VC2628	KO-a1.a5.b4
aroK	VC2629	KO-a1.a5.b4
VC2630	VC2630	KO-a7.a3.a2:KO-a7.a3.a5
VC2631	VC2631	KO-a7.a3.a2:KO-a7.a3.a5
VC2632	VC2632	KO-a7.a3.a2:KO-a7.a3.a5
VC2633	VC2633	KO-a7.a3.a2:KO-a7.a3.a5
VC2634	VC2634	KO-a7.a3.a2:KO-a7.a3.a5
VC2635	VC2635	KO-a1.a7.b7:KO-a6.b1.a1:KO-a7.a1.a5:KO-a7.a1.a7
VC2636	VC2636	KO-a7.a2.a1
VC2637	VC2637	KO-a1.a6.a7
VC2638	VC2638	KO-a1.a1.a1:KO-a1.a1.a2:KO-a1.a1.b0:KO-a1.a1.b1:KO-a1.a1.b2:KO-a1.a5.a2:KO-a1.a5.a4:KO-a1.a5.a7:KO-a1.a5.b3:KO-a7.a3.a7
VC2640	VC2640	None
VC2641	VC2641	KO-a1.a5.a1:KO-a1.a5.a8:KO-a7.a3.a7
VC2642	VC2642	KO-a1.a5.a1:KO-a1.a5.a8:KO-a7.a3.a7
VC2643	VC2643	KO-a1.a5.a8
argC	VC2644	KO-a1.a5.a8
VC2645	VC2645	KO-a1.a5.a8
VC2646	VC2646	KO-a1.a1.b0:KO-a1.a2.a6
VC2647	VC2647	KO-a4.a4.a1:KO-a4.a4.a2:KO-a7.a2.a1
cysE	VC2649	KO-a1.a2.a8:KO-a1.a5.a3:KO-a4.a4.a2
VC2650	VC2650	None
gpsA	VC2651	KO-a1.a3.b0
VC2652	VC2652	None
VC2653	VC2653	KO-a2.a3.a1:KO-a3.a1.a3:KO-a4.a4.a1:KO-a7.a2.a9:KO-a7.a3.a2
VC2654	VC2654	None
VC2655	VC2655	KO-a7.a2.a8
VC2656	VC2656	KO-a1.a1.a2:KO-a1.a1.b0:KO-a1.a1.b3:KO-a1.a2.a1:KO-a3.a2.a1
VC2657	VC2657	KO-a1.a1.a2:KO-a1.a1.b0:KO-a1.a1.b3:KO-a1.a2.a1:KO-a3.a2.a1
VC2658	VC2658	KO-a1.a1.a2:KO-a1.a1.b0:KO-a1.a1.b3:KO-a1.a2.a1:KO-a3.a2.a1
VC2659	VC2659	KO-a1.a1.a2:KO-a1.a1.b0:KO-a1.a1.b3:KO-a1.a2.a1:KO-a3.a2.a1
VC2660	VC2660	KO-a7.a2.a8
VC2661	VC2661	KO-a7.a2.a8
VC2662	VC2662	None
groEL	VC2664	KO-a2.a3.a7:KO-a7.a2.a3:KO-a7.a2.a9:KO-a7.a2.b6:KO-a7.a3.a7
groES	VC2665	KO-a7.a2.a9:KO-a7.a2.b6
VC2666	VC2666	None
VC2667	VC2667	None
VC2668	VC2668	None
VC2669	VC2669	KO-a1.a5.b1
tpiA	VC2670	KO-a1.a1.a1:KO-a1.a1.a5:KO-a1.a1.b5:KO-a7.a3.a7
VC2671	VC2671	None
VC2672	VC2672	KO-a7.a2.a3
VC2673	VC2673	KO-a1.a8.b2:KO-a7.a1.b0
hslU	VC2674	KO-a7.a2.a9
VC2675	VC2675	KO-a7.a1.a4
VC2676	VC2676	None
VC2677	VC2677	KO-a7.a2.a1
VC2678	VC2678	KO-a2.a4.a5:KO-a7.a2.b5
rpmE	VC2679	KO-a2.a2.a1:KO-a7.a2.a5
VC2681	VC2681	KO-a1.a1.b0
VC2682	VC2682	KO-a7.a2.a1
VC2683	VC2683	KO-a1.a2.a8:KO-a1.a5.a3:KO-a1.a6.a4
metL	VC2684	KO-a1.a5.a2:KO-a1.a5.a3:KO-a1.a5.a6:KO-a1.b0.b8
metF	VC2685	KO-a1.a8.a9
VC2686	VC2686	KO-a7.a2.b4
glpX	VC2688	KO-a1.a1.a1:KO-a1.a1.a3:KO-a1.a1.a5:KO-a1.a2.a6
pfkA	VC2689	KO-a1.a1.a1:KO-a1.a1.a3:KO-a1.a1.a5:KO-a1.a1.a6:KO-a1.a2.a6:KO-a2.a3.a7:KO-a7.a1.a3:KO-a7.a2.a3
fieF	VC2690	KO-a7.a3.a1
cpxP	VC2691	KO-a7.a2.a9
VC2692	VC2692	KO-a3.a2.a1:KO-a6.b1.a3:KO-a7.a3.a4
cpxA	VC2693	KO-a3.a2.a1:KO-a6.b1.a3:KO-a7.a1.a2:KO-a7.a3.a4
VC2694	VC2694	None
VC2695	VC2695	KO-a7.a2.a7
fxsA	VC2696	KO-a8.a4.a1
VC2697	VC2697	None
aspA	VC2698	KO-a1.a5.a1
VC2699	VC2699	KO-a7.a3.a1
VC2700	VC2700	None
dipZ	VC2701	KO-a7.a2.a9
VC2702	VC2702	None
VC2703	VC2703	KO-a7.a3.a1
VC2704	VC2704	None
VC2705	VC2705	KO-a7.a3.a1
VC2706	VC2706	KO-a7.a3.a1
gmk	VC2708	KO-a1.a4.a1
rpoZ	VC2709	KO-a2.a1.a1:KO-a7.a2.a2:KO-a7.a2.b5
VC2710	VC2710	KO-a1.a4.a1:KO-a7.a2.a6
VC2711	VC2711	KO-a2.a4.a5:KO-a7.a2.b5
VC2712	VC2712	KO-a7.a3.a1
envZ	VC2713	KO-a3.a2.a1:KO-a7.a1.a2:KO-a7.a3.a4
ompR	VC2714	KO-a3.a2.a1:KO-a7.a3.a4
greB	VC2715	KO-a7.a2.a2
VC2716	VC2716	KO-a8.a2.a1
VC2717	VC2717	None
VC2718	VC2718	KO-a1.a8.a6
VC2719	VC2719	None
VC2720	VC2720	KO-a8.a2.a3
nudE	VC2721	KO-a1.a4.a1
VC2722	VC2722	KO-a1.a2.a8:KO-a7.a2.a7
VC2723	VC2723	KO-a4.a4.a2:KO-a7.a3.a2
VC2724	VC2724	KO-a3.a1.a3:KO-a4.a4.a2:KO-a7.a3.a2
VC2725	VC2725	KO-a3.a1.a3:KO-a4.a4.a2:KO-a7.a3.a2
VC2726	VC2726	KO-a3.a1.a3:KO-a4.a4.a2:KO-a7.a3.a2
VC2727	VC2727	KO-a3.a1.a3:KO-a4.a4.a2:KO-a7.a3.a2
VC2728	VC2728	KO-a3.a1.a3:KO-a4.a4.a2:KO-a7.a3.a2
VC2729	VC2729	KO-a3.a1.a3:KO-a4.a4.a2:KO-a7.a3.a2
VC2730	VC2730	KO-a3.a1.a3:KO-a4.a4.a2:KO-a7.a3.a2
VC2731	VC2731	KO-a3.a1.a3:KO-a4.a4.a2:KO-a7.a3.a2
VC2732	VC2732	KO-a3.a1.a3:KO-a4.a4.a2:KO-a7.a3.a2
VC2733	VC2733	None
VC2734	VC2734	KO-a3.a1.a3:KO-a4.a4.a2:KO-a7.a3.a2
VC2735	VC2735	KO-a7.a2.a9
hslO	VC2736	KO-a7.a2.a9
VC2738	VC2738	KO-a1.a1.a1:KO-a1.a1.a2:KO-a1.a1.b0
VC2739	VC2739	None
VC2740	VC2740	None
VC2741	VC2741	KO-a7.a2.a7
rbn	VC2742	KO-a8.a4.a1
VC2743	VC2743	None
VC2744	VC2744	KO-a8.a3.a4
VC2745	VC2745	None
glnA	VC2746	KO-a1.a1.b1:KO-a1.a2.a7:KO-a1.a5.a1:KO-a1.a5.a8:KO-a3.a2.a1:KO-a7.a3.a7
VC2747	VC2747	None
glnL	VC2748	KO-a3.a2.a1:KO-a7.a1.a2:KO-a7.a3.a4
VC2749	VC2749	KO-a3.a2.a1:KO-a7.a3.a4
VC2750	VC2750	None
VC2751	VC2751	KO-a1.a4.a1
VC2753	VC2753	None
hemG	VC2755	KO-a1.a8.b1
VC2756	VC2756	KO-a7.a3.a1
VC2757	VC2757	None
fadB	VC2758	KO-a1.a1.b2:KO-a1.a1.b3:KO-a1.a3.a3:KO-a1.a5.a4:KO-a1.a5.a7:KO-a1.a5.b3:KO-a1.a6.a1:KO-a1.a9.a9:KO-a1.a9.b0:KO-a1.b1.a1:KO-a1.b1.b2
fadA	VC2759	KO-a1.a3.a3:KO-a1.a3.b5:KO-a1.a5.a4:KO-a1.a9.b0:KO-a1.b1.a1:KO-a1.b1.a9
VC2760	VC2760	None
VC2761	VC2761	None
glmU	VC2762	KO-a1.a1.a9:KO-a1.a7.b6
atpC	VC2763	KO-a1.a2.a1:KO-a7.a1.b3
VC2764	VC2764	KO-a1.a2.a1:KO-a7.a1.b3
VC2765	VC2765	KO-a1.a2.a1:KO-a7.a1.b3
VC2766	VC2766	KO-a1.a2.a1:KO-a7.a1.b3
VC2767	VC2767	KO-a1.a2.a1:KO-a7.a1.b3
VC2768	VC2768	KO-a1.a2.a1:KO-a7.a1.b3
VC2769	VC2769	KO-a1.a2.a1:KO-a7.a1.b3
VC2770	VC2770	KO-a1.a2.a1:KO-a7.a1.b3:KO-a7.a2.a9
VC2771	VC2771	KO-a7.a1.b3
VC2772	VC2772	KO-a7.a2.a1:KO-a7.a2.b4:KO-a7.a3.a6
VC2773	VC2773	KO-a7.a2.b4:KO-a7.a3.a6
gidB	VC2774	KO-a7.a2.a6:KO-a7.a2.b4
VC2775	VC2775	KO-a7.a2.a7:KO-a7.a2.b4
VCA0001	VCA0001	None
VCA0002	VCA0002	None
VCA0003	VCA0003	None
VCA0004	VCA0004	None
VCA0005	VCA0005	None
VCA0006	VCA0006	None
VCA0007	VCA0007	KO-a1.a5.a4
VCA0008	VCA0008	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a3.a5
VCA0009	VCA0009	None
VCA0010	VCA0010	KO-a7.a2.a6
VCA0011	VCA0011	KO-a7.a2.a1
VCA0013	VCA0013	KO-a1.a1.a8
malQ	VCA0014	KO-a1.a1.a8
VCA0015	VCA0015	None
VCA0017	VCA0017	KO-a3.a1.a3:KO-a7.a3.a2
VCA0018	VCA0018	KO-a3.a1.a3:KO-a7.a3.a2
VCA0019	VCA0019	None
VCA0020	VCA0020	None
VCA0021	VCA0021	None
VCA0022	VCA0022	KO-a8.a4.a2
VCA0023	VCA0023	None
VCA0024	VCA0024	KO-a7.a3.a1
VCA0025	VCA0025	KO-a7.a3.a1
VCA0026	VCA0026	KO-a8.a4.a2
VCA0027	VCA0027	KO-a1.a1.a9
VCA0028	VCA0028	None
VCA0029	VCA0029	None
VCA0030	VCA0030	None
VCA0031	VCA0031	None
VCA0032	VCA0032	None
VCA0033	VCA0033	KO-a8.a4.a2
VCA0034	VCA0034	None
VCA0035	VCA0035	KO-a1.a3.b0
VCA0036	VCA0036	KO-a7.a3.a1
VCA0037	VCA0037	KO-a7.a2.a9
VCA0038	VCA0038	KO-a7.a2.b6
VCA0039	VCA0039	None
VCA0040	VCA0040	KO-a8.a4.a1
VCA0041	VCA0041	KO-a7.a3.a1
VCA0042	VCA0042	None
VCA0043	VCA0043	KO-a8.a4.a2
VCA0044	VCA0044	None
VCA0047	VCA0047	None
VCA0048	VCA0048	None
VCA0049	VCA0049	None
VCA0051	VCA0051	None
VCA0052	VCA0052	None
VCA0053	VCA0053	KO-a1.a4.a1:KO-a1.a4.a2:KO-a1.a8.a4
VCA0055	VCA0055	None
VCA0056	VCA0056	None
VCA0057	VCA0057	KO-a7.a2.b5
VCA0058	VCA0058	KO-a6.b1.a3:KO-a7.a1.a4:KO-a7.a1.a7
VCA0059	VCA0059	None
VCA0061	VCA0061	None
VCA0063	VCA0063	KO-a7.a1.a4
VCA0064	VCA0064	KO-a7.a3.a1
VCA0065	VCA0065	None
VCA0066	VCA0066	None
VCA0067	VCA0067	None
VCA0068	VCA0068	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a3.a5
VCA0070	VCA0070	KO-a3.a1.a1:KO-a3.a2.a1:KO-a7.a3.a1
VCA0071	VCA0071	KO-a3.a1.a1:KO-a7.a3.a1
VCA0072	VCA0072	KO-a3.a1.a1:KO-a7.a3.a1
VCA0073	VCA0073	KO-a3.a1.a1:KO-a7.a3.a1
VCA0074	VCA0074	KO-a4.a4.a2
VCA0075	VCA0075	None
VCA0076	VCA0076	None
VCA0077	VCA0077	KO-a7.a3.a1
VCA0078	VCA0078	None
VCA0079	VCA0079	KO-a7.a1.a4:KO-a7.a1.a7
VCA0080	VCA0080	None
VCA0082	VCA0082	None
VCA0083	VCA0083	None
VCA0084	VCA0084	KO-a7.a2.a1
VCA0085	VCA0085	None
VCA0086	VCA0086	None
VCA0087	VCA0087	None
VCA0088	VCA0088	None
VCA0090	VCA0090	None
VCA0091	VCA0091	KO-a8.a4.a2
VCA0092	VCA0092	None
VCA0094	VCA0094	None
VCA0095	VCA0095	None
VCA0096	VCA0096	None
VCA0097	VCA0097	KO-a7.a2.b5
VCA0098	VCA0098	KO-a1.a8.a4
VCA0099	VCA0099	KO-a1.a1.b5
VCA0100	VCA0100	KO-a8.a2.a5
VCA0101	VCA0101	None
VCA0102	VCA0102	None
VCA0103	VCA0103	None
VCA0104	VCA0104	KO-a7.a2.a6:KO-a7.a2.a7
VCA0105	VCA0105	None
