name1,type1,ref1,name2,type2,ref2,nb_chimeras,nb_multi,p_value,fdr,in_libs,strand1,left1,right1,left2,right2,strand2,relpos1,relpos2
VC1411,CDS,NC_002505,VC1410,CDS,NC_002505,233,15,0.0,0.0,2,+,1504284,1505827,1503051,1504309,+,1.0,0.0
VC0403,CDS,NC_002505,VC0402,CDS,NC_002505,233,36,1.6086319313080056e-244,4.883257254498951e-241,2,+,429389,430229,427688,429339,+,0.9917,0.0
VC0178,CDS,NC_002505,VC0179,CDS,NC_002505,231,22,6.642704927e-314,3.0247475876939e-310,2,+,179321,180399,180411,181744,+,0.9944,0.0
VC1464:VC1470,IGR,NC_002505,VC1455:VC1464,IGR,NC_002505,231,122,0.0,0.0,2,+,1573429,1574689,1566501,1567157,+,0.3264,0.0
VC2769,CDS,NC_002505,VC2766,CDS,NC_002505,230,8,0.0,0.0,2,-,2955110,2955380,2952501,2954060,-,1.0,0.0
VC0767,CDS,NC_002505,guaA,CDS,NC_002505,230,11,0.0,0.0,2,+,820008,821415,821604,823152,+,0.9551,0.0103
fadA,CDS,NC_002505,fadB,CDS,NC_002505,227,8,0.0,0.0,2,+,2944544,2945699,2942387,2944495,+,1.0,0.0299
VC0404,CDS,NC_002505,VC0402,CDS,NC_002505,226,24,7.457804343996352e-171,1.2982003416258377e-167,2,+,430216,431382,427705,429397,+,0.9983,0.0
VCA0051,CDS,NC_002506,Vcr078,sRNA,NC_002505,226,4,3.4755169788086205e-40,1.1728055875729198e-37,2,-,58282,59671,2332936,2333034,-,0.9094,0.3605
VC2617,CDS,NC_002505,astD,CDS,NC_002505,226,21,8.682654439204995e-279,3.2098827826108876e-275,2,-,2785354,2786403,2783911,2785335,-,1.0,0.0165
VC2659,CDS,NC_002505,VC2656,CDS,NC_002505,226,18,4.0866466493156986e-285,1.5730893255684445e-281,2,+,2829680,2830087,2826737,2828558,+,1.0,0.0
VC0406,CDS,NC_002505,VC0408,CDS,NC_002505,226,15,4.495756611691964e-181,8.720273133575147e-178,2,+,433100,434319,434816,435455,+,0.9886,0.0
VC1971,CDS,NC_002505,VC1972,CDS,NC_002505,225,9,0.0,0.0,2,-,2121857,2123263,2123261,2124274,-,0.9986,0.0
VC0179,CDS,NC_002505,VC0180,CDS,NC_002505,224,13,1.812183003127553e-298,7.4356457451185105e-295,2,+,180421,181744,181716,183490,+,1.0,0.0
VC0402,CDS,NC_002505,VC0403,CDS,NC_002505,224,31,2.765525747064538e-231,7.455657737136749e-228,2,+,427694,429383,429368,430225,+,0.9982,0.0
VC1315,CDS,NC_002505,VC1316:VC1321,IGR,NC_002505,224,9,0.0,0.0,2,+,1398509,1399834,1400403,1402972,+,0.9896,0.0002
fliL,CDS,NC_002505,VC2128,CDS,NC_002505,224,17,4.9953419653617515e-281,1.8840310657359222e-277,2,-,2280107,2280638,2280743,2282709,-,1.0,0.0
VC1086,CDS,NC_002505,VC1087,CDS,NC_002505,223,10,0.0,0.0,2,+,1152664,1154223,1154235,1155599,+,0.9925,0.0
oppB,CDS,NC_002505,oppD,CDS,NC_002505,223,5,0.0,0.0,2,+,1160456,1161379,1162282,1163278,+,1.0,0.0
VC1338,CDS,NC_002505,VC1340,CDS,NC_002505,222,12,0.0,0.0,2,+,1422040,1424664,1425839,1427702,+,1.0,0.0
Vcr036,sRNA,NC_002505,Vcr089,sRNA,NC_002505,222,19,1.3354206597966457e-231,3.626380934391493e-228,2,-,840377,840488,2812086,2812166,-,1.0,0.0
VC0130,CDS,NC_002505,VC0130:rhtB,IGR,NC_002505,222,11,0.0,0.0,2,+,123764,126266,126409,129951,+,1.0,0.0
VCA0116,CDS,NC_002506,VCA0114,CDS,NC_002506,221,11,1.0197765577283768e-274,3.6882370021736946e-271,2,+,126155,128802,124021,125387,+,1.0,0.0
VC0027,CDS,NC_002505,VC0028,CDS,NC_002505,220,14,0.0,0.0,2,-,23241,24803,24803,26659,-,1.0,0.0
VC1086,CDS,NC_002505,VC1085,CDS,NC_002505,220,27,2.4316909263294613e-303,1.037667826535374e-299,2,+,1152609,1154234,1151308,1152636,+,0.9994,0.0
VC0414,CDS,NC_002505,VC0415,CDS,NC_002505,219,13,1.1538807098928797e-225,3.002389566160717e-222,2,+,438345,441992,442165,443216,+,1.0,0.0096
VC0409,CDS,NC_002505,VC0411,CDS,NC_002505,219,14,6.555402795769341e-250,2.0743183290687554e-246,2,+,435420,435992,436500,437067,+,1.0,0.0687
VCA0205,3UTR,NC_002506,VC2738,CDS,NC_002505,218,2,1.7252111665395114e-123,1.9257688987429658e-120,2,-,222261,222321,2910064,2911531,+,0.5319,0.0301
VCA0191,CDS,NC_002506,VCA0189,CDS,NC_002506,218,8,0.0,0.0,2,+,207085,208579,205594,206628,+,0.9987,0.0
VC2656,CDS,NC_002505,VC2658,CDS,NC_002505,218,12,1.0441344153900045e-285,4.0610955502584605e-282,2,+,2826737,2828571,2829303,2829713,+,1.0,0.0
VC1756,CDS,NC_002505,VC1757,CDS,NC_002505,217,6,0.0,0.0,2,+,1891338,1892435,1892537,1895456,+,1.0,0.0351
VC0130:rhtB,IGR,NC_002505,VC0130,CDS,NC_002505,215,8,0.0,0.0,2,+,126402,129805,123758,126280,+,0.7999,0.0
VC0179,CDS,NC_002505,VC0178,CDS,NC_002505,214,31,1.6385793387288208e-283,6.211396801731975e-280,2,+,180399,181745,179326,180422,+,1.0,0.0
Vssrna24,sRNA,NC_002505,Vcr229,sRNA,NC_002506,214,4,5.72774612034e-313,2.59231540956494e-309,2,+,106481,106538,897526,897723,+,1.0,0.0
fadB,CDS,NC_002505,fadA,CDS,NC_002505,214,4,0.0,0.0,2,+,2942329,2944501,2944491,2945679,+,1.0,0.0
VC1410,CDS,NC_002505,VC1411,CDS,NC_002505,214,17,0.0,0.0,2,+,1503059,1504300,1504269,1505844,+,1.0,0.0
VC2606,CDS,NC_002505,VC2607,CDS,NC_002505,213,8,0.0,0.0,2,-,2774869,2776572,2776605,2777221,-,0.9761,0.0
VC0583,3UTR,NC_002505,VC1455:VC1464,IGR,NC_002505,212,54,4.040331058120802e-271,1.4367648118738036e-267,2,-,612525,612574,1566516,1566891,+,0.2685,0.0
FlaX,sRNA,NC_002505,VC2207,CDS,NC_002505,211,0,1.2297692449932922e-143,1.6667100519457909e-140,2,-,2334422,2334693,2351329,2352037,-,1.0,0.0
Vcr036,sRNA,NC_002505,VrrA,sRNA,NC_002505,211,12,1.1309879055769798e-158,1.8008317701994291e-155,2,-,840377,840465,1878683,1878824,+,1.0,0.0
Vcr078,sRNA,NC_002505,rplE,CDS,NC_002505,209,4,1.6116345959067168e-23,3.437656642257786e-21,2,-,2332923,2333085,2758384,2758837,-,1.0,0.2059
VC0412,CDS,NC_002505,VC0414,CDS,NC_002505,208,15,1.4704195952852802e-201,3.2975020480792172e-198,2,+,437058,437831,438250,441964,+,0.9896,0.0056
VC2295,CDS,NC_002505,Vcr078,sRNA,NC_002505,208,1,6.564840558465917e-9,5.93731272075416e-7,2,-,2449502,2450837,2332937,2333124,-,0.9496,0.0
VC1316:VC1321,IGR,NC_002505,VC1315,CDS,NC_002505,208,10,0.0,0.0,2,+,1400393,1403806,1398628,1399845,+,0.8142,0.0956
VC2545,3UTR,NC_002505,FlaX,sRNA,NC_002505,207,3,2.449534254837249e-247,7.527751417914906e-244,2,+,2726606,2726658,2334424,2334690,-,1.0,0.0
VC2128,CDS,NC_002505,fliL,CDS,NC_002505,205,19,4.473292486800179e-249,1.4035838558624973e-245,2,-,2280755,2282678,2280100,2280639,-,0.9545,0.0
secY,CDS,NC_002505,rplO,CDS,NC_002505,204,20,5.512785123682014e-296,2.2373878110773178e-292,2,-,2754223,2755615,2755585,2756037,-,1.0,0.0207
VC2033,3UTR,NC_002505,Vcr203,sRNA,NC_002505,204,4,1.961688066135309e-164,3.277256645467555e-161,2,-,2187551,2187633,606793,606926,+,0.443,0.0
VC2627,CDS,NC_002505,Vcr076,sRNA,NC_002505,204,4,0.0,0.0,2,-,2798588,2798635,2266014,2266135,-,0.4759,0.0
VCA0117,CDS,NC_002506,VCA0119,CDS,NC_002506,203,13,2.3043667988448564e-307,1.0122568253570419e-303,2,+,128795,130330,131019,132468,+,0.9673,0.0
VC1513,CDS,NC_002505,VC1511,CDS,NC_002505,202,7,0.0,0.0,2,-,1624950,1627822,1623273,1624365,-,1.0,0.0
VC1757,CDS,NC_002505,VC1756,CDS,NC_002505,202,5,0.0,0.0,2,+,1892507,1895418,1891328,1892445,+,0.9797,0.0
VCA1089,CDS,NC_002506,VCA1091,CDS,NC_002506,201,22,7.671618636243806e-237,2.1866221344370457e-233,2,-,1044685,1045752,1046406,1047252,-,1.0,0.0
argD,CDS,NC_002505,VC2617,CDS,NC_002505,201,20,4.18441645902584e-256,1.3705285297980897e-252,2,-,2786555,2787757,2785346,2786393,-,0.9777,0.0
VCA0768,CDS,NC_002506,VCA0769,CDS,NC_002506,199,21,0.0,0.0,2,-,711452,712706,712734,713374,-,0.9984,0.0
VC0412,CDS,NC_002505,VC0410,CDS,NC_002505,198,16,5.6139064034637546e-219,1.3927933929327024e-215,2,+,437182,437835,436009,436504,+,0.9948,0.0
VC0404,CDS,NC_002505,VC0403,CDS,NC_002505,198,40,1.4598399429343945e-143,1.9749412932337023e-140,2,+,430209,431395,429384,430236,+,1.0,0.0
fliG,CDS,NC_002505,fliF,CDS,NC_002505,197,18,9.847448398224655e-210,2.319810326573824e-206,2,-,2285508,2286566,2286575,2288323,-,1.0,0.0
VC1085,CDS,NC_002505,VC1084,CDS,NC_002505,197,13,1.2351972666949002e-280,4.63522981529791e-277,2,+,1151325,1152637,1150010,1151329,+,1.0,0.0152
flgE,CDS,NC_002505,flgD,CDS,NC_002505,196,26,4.35526754121874e-240,1.2804692331854334e-236,2,-,2344121,2345388,2345440,2346191,-,1.0,0.0
fliF,CDS,NC_002505,fliG,CDS,NC_002505,196,13,3.0588076549623997e-208,7.160601599095866e-205,2,-,2286558,2288323,2285527,2286552,-,1.0,0.0182
VC1339,CDS,NC_002505,VC1340,CDS,NC_002505,196,14,0.0,0.0,2,+,1424646,1425850,1425852,1427755,+,0.9933,0.0053
VC1337,CDS,NC_002505,VC1338,CDS,NC_002505,195,8,6.691430569554009e-292,2.701066480695668e-288,2,+,1420796,1421950,1422040,1424656,+,1.0,0.0
VCA0689,CDS,NC_002506,VCA0688,CDS,NC_002506,194,6,1.4034652519334433e-231,3.7973498301334833e-228,2,-,627718,628097,625877,627585,-,1.0,0.0473
astD,CDS,NC_002505,VC2617,CDS,NC_002505,193,15,9.197336994424467e-225,2.368384048965637e-221,2,-,2783909,2785377,2785346,2786409,-,0.9952,0.0
VC1340,CDS,NC_002505,VC1339,CDS,NC_002505,193,16,0.0,0.0,2,+,1425839,1427692,1424636,1425856,+,0.9747,0.0
VC2187,5UTR,NC_002505,VC2142,5UTR,NC_002505,191,3,1.7777490242958833e-54,7.841542790144627e-52,2,-,2334105,2334189,2297425,2297500,-,0.9799,0.3675
sdhB,CDS,NC_002505,sdhA,CDS,NC_002505,191,25,5.333522699198686e-186,1.0852657801433245e-182,2,-,2249542,2250276,2250292,2252056,-,1.0,0.0
VC0029,CDS,NC_002505,VC0028,CDS,NC_002505,190,6,1.848124732911183e-279,6.900639015227749e-276,2,-,26627,27612,24794,26500,-,1.0,0.0722
VC0348,CDS,NC_002505,VC0349,CDS,NC_002505,189,14,3.80453636068852e-258,1.2627205453973723e-254,2,+,370426,371758,371752,372982,+,1.0,0.0
VC0304,CDS,NC_002505,VC0305,CDS,NC_002505,189,21,1.3551691738158565e-285,5.2435357216000764e-282,2,-,314838,316357,316329,317662,-,1.0,0.0
VC2656,CDS,NC_002505,VC2659,CDS,NC_002505,189,5,1.408159196602812e-223,3.601280340977655e-220,2,+,2826756,2828572,2829689,2830087,+,1.0,0.0102
VCA0116,CDS,NC_002506,VCA0115,CDS,NC_002506,189,12,1.8976116641493158e-255,6.188136496332371e-252,2,+,126228,128797,125366,126145,+,1.0,0.0
VC1874,3UTR,NC_002505,VC1872,CDS,NC_002505,189,5,1.773736092370382e-148,2.5375027761908332e-145,2,+,2019850,2019936,2014933,2016877,+,1.0,0.0
VC0028,CDS,NC_002505,VC0029,CDS,NC_002505,188,16,1.2635706332248244e-275,4.602922775193017e-272,2,-,24778,26608,26621,27610,-,1.0,0.0
VC1340,CDS,NC_002505,VC1338,CDS,NC_002505,188,12,1.1932171346864112e-291,4.7906513231400034e-288,2,+,1425837,1427731,1422161,1424656,+,0.9953,0.046
VC0405,CDS,NC_002505,VC0402,CDS,NC_002505,186,15,2.5677244379596445e-89,1.9290791891187118e-86,2,+,431375,433121,427695,429398,+,1.0,0.0
VC0249,CDS,NC_002505,VqmR,sRNA,NC_002506,186,4,3.431959529391914e-48,1.3632400434484353e-45,2,+,254749,256160,1031439,1031587,+,0.9943,0.0067
VC0415,CDS,NC_002505,VC0414,CDS,NC_002505,185,13,2.330373893579044e-177,4.350644933139525e-174,2,+,442173,443216,438350,441986,+,1.0,0.0322
VC1786:VC1803,IGR,NC_002505,Vcr017,sRNA,NC_002505,185,21,1.074461735951826e-163,1.7870332727844476e-160,2,+,1944153,1944272,350276,350370,-,0.6665,0.0
VC1972,CDS,NC_002505,VC1971,CDS,NC_002505,185,17,0.0,0.0,2,-,2123259,2124269,2121852,2123266,-,1.0,0.0133
VC2725,CDS,NC_002505,VC2726,CDS,NC_002505,184,29,4.093036704700309e-195,8.859609292876693e-192,2,-,2898176,2899391,2899361,2900372,-,0.9984,0.0
malQ,CDS,NC_002506,VCA0013,CDS,NC_002506,184,6,0.0,0.0,2,+,14811,16968,12386,14646,+,0.9899,0.0469
sdhA,CDS,NC_002505,sdhB,CDS,NC_002505,181,20,3.7049044147715133e-172,6.556205875895148e-169,2,-,2250285,2252052,2249530,2250260,-,0.9938,0.0
VC2769,CDS,NC_002505,VC2767,CDS,NC_002505,181,12,2.013015412483e-312,9.00157811743178e-309,2,-,2955113,2955387,2954017,2954465,-,1.0,0.1839
flhA,CDS,NC_002505,flhF,CDS,NC_002505,181,26,2.9173931203264166e-160,4.7156439291177464e-157,2,-,2224314,2226423,2222825,2224315,-,1.0,0.0
VCA0115,CDS,NC_002506,VCA0116,CDS,NC_002506,181,13,3.854000927412903e-241,1.1375731148482168e-237,2,+,125365,126172,126160,128779,+,1.0,0.0
VC2765,CDS,NC_002505,VC2766,CDS,NC_002505,180,7,1.087253083360472e-273,3.903510382534934e-270,2,-,2951537,2952447,2952645,2954059,-,1.0,0.0
VC2726,CDS,NC_002505,VC2725,CDS,NC_002505,180,19,3.4862980207917263e-189,7.292632340567728e-186,2,-,2899365,2900372,2898167,2899365,-,0.9891,0.0262
VCA0205,3UTR,NC_002506,Vcr078,sRNA,NC_002505,179,12,2.1851693478030213e-7,1.567489629694053e-5,2,-,222220,222324,2332937,2333094,-,0.9681,0.0116
VC1843,CDS,NC_002505,VC1844,CDS,NC_002505,179,9,0.0,0.0,2,-,1981681,1982857,1982834,1984479,-,1.0,0.0
flgD,CDS,NC_002505,flgE,CDS,NC_002505,179,26,3.5889073605296916e-212,8.645469443346707e-209,2,-,2345433,2346152,2344112,2345423,-,1.0,0.0069
VC0028,CDS,NC_002505,VC0027,CDS,NC_002505,178,7,7.139884448065745e-269,2.503223375141292e-265,2,-,24810,26637,23263,24801,-,0.9902,0.0
VC0264,CDS,NC_002505,VC0264:VC0268,IGR,NC_002505,178,11,2.2609808852159264e-301,9.593393281900384e-298,2,+,269056,270437,270498,273407,+,1.0,0.0
VC2607,CDS,NC_002505,VC2606,CDS,NC_002505,178,16,0.0,0.0,2,-,2776606,2777208,2774818,2776410,-,1.0,0.121
VC0409,CDS,NC_002505,VC0412,CDS,NC_002505,177,13,9.847138670125358e-180,1.880707784902009e-176,2,+,435419,436023,437056,437844,+,1.0,0.0
VC0583,3UTR,NC_002505,VC1464:VC1470,IGR,NC_002505,176,6,1.644486958281516e-145,2.27839854324639e-142,2,-,612525,612567,1573434,1574310,+,0.2685,0.0005
VC0149,CDS,NC_002505,VC0147,CDS,NC_002505,176,11,0.0,0.0,2,+,138841,139832,136935,138161,+,0.998,0.0
VC0583,CDS,NC_002505,Vcr078,sRNA,NC_002505,175,8,1.1767218216560492e-10,1.2772425991304233e-8,2,-,612553,613156,2332935,2333049,-,1.0,0.2733
GcvB,sRNA,NC_002505,Vcr036,sRNA,NC_002505,174,6,3.019962248439372e-8,2.4977552865118695e-6,2,-,954718,954890,840377,840510,-,1.0,0.0
VCA1034,CDS,NC_002506,VCA1033,CDS,NC_002506,174,8,0.0,0.0,2,-,983994,985987,982619,984006,-,1.0,0.0
VC2770,CDS,NC_002505,VC2767,CDS,NC_002505,173,7,5.119224653480003e-304,2.209765105739057e-300,2,-,2955418,2956237,2954016,2954552,-,1.0,0.0206
rplE,CDS,NC_002505,rplR,CDS,NC_002505,173,7,4.1904957814426366e-248,1.3038937148747837e-244,2,-,2758390,2758971,2756726,2757128,-,1.0,0.0
VC0264:VC0268,IGR,NC_002505,VC0264,CDS,NC_002505,172,10,1.786989513674442e-288,7.06070758256979e-285,2,+,270492,272957,269048,270439,+,0.8445,0.0
VCA1033,CDS,NC_002506,VCA1034,CDS,NC_002506,171,8,0.0,0.0,2,-,982618,983967,983979,986012,-,0.9993,0.0
VCA0116,CDS,NC_002506,VCA0118,CDS,NC_002506,171,13,7.20777854424504e-232,1.971636336645772e-228,2,+,126228,128788,130360,131059,+,1.0,0.0117
VC1093,CDS,NC_002505,oppD,CDS,NC_002505,171,12,8.35943763318619e-262,2.7868723036650525e-258,2,+,1161369,1162299,1162297,1163285,+,1.0,0.0
VC1338,CDS,NC_002505,VC1337,CDS,NC_002505,170,8,4.828250764650354e-244,1.4597580890767101e-240,2,+,1422038,1424646,1420792,1421957,+,0.9996,0.0
VC2062,CDS,NC_002505,VC2060,CDS,NC_002505,170,9,9.789613460505915e-187,2.0029066364736775e-183,2,-,2216446,2217598,2214673,2215701,-,1.0,0.0
VC1513,CDS,NC_002505,VC1512,CDS,NC_002505,169,5,1.3102090461935216e-299,5.435707943577937e-296,2,-,1624954,1627842,1624349,1624981,-,1.0,0.0
VC2766,CDS,NC_002505,VC2765,CDS,NC_002505,169,7,3.5654785386289036e-252,1.1427465833686625e-248,2,-,2952585,2954046,2951548,2952459,-,0.93,0.0
flhB,CDS,NC_002505,fliR,CDS,NC_002505,168,41,7.928524861296604e-197,1.7465487810384037e-193,2,-,2275090,2276246,2276227,2277048,-,1.0,0.0
VC2135,CDS,NC_002505,fliF,CDS,NC_002505,168,7,1.20212002533366e-157,1.893902058140228e-154,2,-,2288693,2290154,2286547,2288294,-,1.0,0.0069
VC2724,CDS,NC_002505,VC2725,CDS,NC_002505,168,14,4.2547111837582315e-196,9.317592903570387e-193,2,-,2897659,2898160,2898169,2899397,-,1.0,0.0
VC2060,CDS,NC_002505,VC2062,CDS,NC_002505,168,16,1.0895591346006922e-183,2.1639687608085853e-180,2,-,2214666,2215668,2216451,2217545,-,1.0,0.0468
VC0410,CDS,NC_002505,VC0412,CDS,NC_002505,166,17,4.256736068888357e-171,7.461998374732151e-168,2,+,435985,436500,437070,437844,+,0.9795,0.0013
VC0245,CDS,NC_002505,VC0247,CDS,NC_002505,166,7,1.9205519764446672e-286,7.5089761285525495e-283,2,+,251568,252925,253736,254456,+,0.9849,0.1043
Vcr078,sRNA,NC_002505,VC2598,CDS,NC_002505,165,5,8.591002753984653e-13,1.097045196408794e-10,2,-,2332924,2333087,2765248,2765982,-,1.0,0.0175
VC0407,CDS,NC_002505,VC0406,CDS,NC_002505,165,47,3.0728136289237117e-111,2.98011841467353e-108,2,+,434326,434817,433098,434344,+,1.0,0.0
VC0028,CDS,NC_002505,VC0031,CDS,NC_002505,165,8,3.044248385274167e-211,7.30983747642431e-208,2,-,24781,26633,27867,29520,-,1.0,0.0091
Vcr094,sRNA,NC_002506,Qrr2,sRNA,NC_002506,164,16,0.0,0.0,2,-,196060,196130,48440,48554,+,1.0,0.3072
VC0551,3UTR,NC_002505,VC0550,CDS,NC_002505,164,4,2.54933936e-316,1.175169906907e-312,2,+,585565,585680,582658,584456,+,1.0,0.0067
VC0603,CDS,NC_002505,VC0604,CDS,NC_002505,163,3,3.5394659426001145e-161,5.809173760192027e-158,2,+,631329,633554,633874,636497,+,0.969,0.0
VC1087,CDS,NC_002505,VC1086,CDS,NC_002505,163,9,1.3209823932856976e-215,3.223766875159304e-212,2,+,1154238,1155588,1152619,1154258,+,0.9948,0.0
VC1822,CDS,NC_002505,VC1817:VC1822,IGR,NC_002505,162,8,0.0,0.0,2,-,1963027,1964795,1960917,1962869,-,1.0,0.0021
VqmR,sRNA,NC_002506,fliD,CDS,NC_002505,162,2,1.174649948050103e-84,8.298918552556968e-82,2,+,1031474,1031590,2294065,2295762,-,1.0,0.0
VC1337,CDS,NC_002505,prpB,CDS,NC_002505,162,14,7.733461175750601e-244,2.328682366587753e-240,2,+,1420843,1421945,1419703,1420596,+,1.0,0.0
guaA,CDS,NC_002505,VC0767,CDS,NC_002505,162,13,6.593777179930583e-272,2.356003910148862e-268,2,+,821580,823147,819995,821380,+,1.0,0.0
Vcr078,sRNA,NC_002505,VC2143,CDS,NC_002505,161,49,3.4534438811874545e-19,6.215799455391945e-17,2,-,2332924,2333131,2297757,2298719,-,1.0,0.0662
prpB,CDS,NC_002505,VC1337,CDS,NC_002505,161,7,6.886434564326252e-242,2.0488432320601768e-238,2,+,1419707,1420634,1420796,1421951,+,0.9978,0.0
fliF,CDS,NC_002505,VC2135,CDS,NC_002505,161,5,3.183074534033282e-148,4.53631858001737e-145,2,-,2286571,2288325,2288702,2290167,-,0.996,0.0
oppD,CDS,NC_002505,VC1093,CDS,NC_002505,161,16,3.7232403428783107e-242,1.1121646549327689e-238,2,+,1162282,1163276,1161370,1162304,+,0.9928,0.0
VCA0013,CDS,NC_002506,malQ,CDS,NC_002506,161,5,2.97086438437391e-305,1.2898594988649266e-301,2,+,12318,14691,14791,16965,+,0.9865,0.0
VC0402,CDS,NC_002505,VC0405,CDS,NC_002505,160,17,4.574292502040465e-68,2.5359714627570613e-65,2,+,427789,429390,431394,433070,+,1.0,0.0116
tuf2,CDS,NC_002505,tuf,CDS,NC_002505,160,51,4.706587981847634e-239,1.3623054730156285e-235,2,+,381744,382956,335331,336512,+,1.0,0.0042
VCA0049,CDS,NC_002506,VCA0051,CDS,NC_002506,159,19,2.99070538443599e-247,9.153176398959152e-244,2,-,56568,58142,58180,59682,-,1.0,0.0
VCA0056,CDS,NC_002506,VCA0057,CDS,NC_002506,159,7,9.673493980390179e-300,4.05836766669884e-296,2,+,63288,64090,64101,65492,+,0.9975,0.0
VCA0051,CDS,NC_002506,VCA0049,CDS,NC_002506,158,9,3.0102743830125003e-245,9.175463761432697e-242,2,-,58157,59680,56582,58157,-,0.9915,0.0038
VCA0118,CDS,NC_002506,VCA0117,CDS,NC_002506,158,13,3.3987366836077565e-229,9.097065916455669e-226,2,+,130352,131049,128814,130372,+,1.0,0.0151
VCA0119,CDS,NC_002506,VCA0117,CDS,NC_002506,158,11,1.9749267875924955e-221,4.932508451585362e-218,2,+,131025,132417,128779,130375,+,0.9737,0.0
VC0254,CDS,NC_002505,VC0252,CDS,NC_002505,157,20,1.2459222166580222e-148,1.785834598038665e-145,2,+,260833,261947,259817,260419,+,1.0,0.0
VC2548,CDS,NC_002505,VC2547,CDS,NC_002505,157,5,1.3208735497577607e-256,4.364563639379214e-253,2,-,2730794,2732545,2727105,2730784,-,0.9977,0.0024
VC0629,CDS,NC_002505,VC0628,CDS,NC_002505,156,8,3.279794475466091e-306,1.4323150175630196e-302,2,+,667405,670458,666285,667407,+,0.9814,0.0
rplE,CDS,NC_002505,rplF,CDS,NC_002505,155,13,6.469192304783312e-223,1.6320985391309607e-219,2,-,2758390,2758970,2757090,2757661,-,1.0,0.0
VC0351,CDS,NC_002505,VC0349,CDS,NC_002505,155,15,9.867967258495833e-277,3.6123145321379656e-273,2,+,373961,374188,371751,372967,+,0.9466,0.0
Vcr228,sRNA,NC_002506,Vcr229,sRNA,NC_002506,155,1,9.022515692347605e-238,2.591446957156079e-234,2,+,787335,787432,897526,897726,+,1.0,0.0
VC0408,CDS,NC_002505,VC0405,CDS,NC_002505,154,7,4.126137870970902e-78,2.665470787353532e-75,2,+,434812,435435,431385,433123,+,1.0,0.0064
VC1306,CDS,NC_002505,VC1307,CDS,NC_002505,154,8,7.906344717064011e-263,2.6716003878060297e-259,2,+,1387469,1388768,1388867,1389879,+,0.9432,0.0236
zntA,CDS,NC_002505,zntA:VC1034,IGR,NC_002505,153,4,8.483632592344919e-222,2.1259527779364428e-218,2,+,1097655,1099922,1099980,1100242,+,0.9892,0.0
VCA0190,CDS,NC_002506,VCA0191,CDS,NC_002506,153,15,6.290676734750072e-262,2.106592487247884e-258,2,+,206599,207073,207474,208530,+,1.0,0.254
VqmR,sRNA,NC_002506,VC0998,CDS,NC_002505,153,3,5.2352746190349794e-18,8.90559566698403e-16,2,+,1031479,1031589,1065629,1069863,+,1.0,0.1338
glgA,3UTR,NC_002505,glgC,CDS,NC_002505,153,1,4.872717723418235e-240,1.4269839842166597e-236,2,-,1863766,1863894,1865329,1866509,-,1.0,0.0337
VC0349,CDS,NC_002505,VC0348,CDS,NC_002505,153,12,8.759657054880501e-195,1.8797317868354088e-191,2,+,371746,372980,370426,371741,+,1.0,0.0
astD,CDS,NC_002505,argD,CDS,NC_002505,152,4,2.116037687736165e-154,3.192318578072953e-151,2,-,2783912,2785353,2786507,2787755,-,0.9931,0.0
VC1617:VC1623,IGR,NC_002505,VC1620,CDS,NC_002505,152,19,2.4716640418380815e-172,4.384250593471515e-169,2,-,1731287,1742722,1732875,1741265,-,0.9798,0.012
VC0406,CDS,NC_002505,VC0407,CDS,NC_002505,152,37,1.4386232597418253e-97,1.2057503579393066e-94,2,+,433094,434348,434326,434812,+,1.0,0.0
VCA0118,CDS,NC_002506,VCA0116,CDS,NC_002506,152,7,3.587610454911674e-198,7.973592364986013e-195,2,+,130360,131047,126181,128783,+,1.0,0.0011
VC1410,CDS,NC_002505,VC1409,CDS,NC_002505,152,13,2.635943095732098e-264,8.98834930358927e-261,2,+,1503126,1504299,1501607,1503051,+,1.0,0.0
sdhC,CDS,NC_002505,sdhA,CDS,NC_002505,152,4,4.0448579381247774e-215,9.839044469606893e-212,2,-,2252368,2252789,2250264,2252034,-,1.0,0.0034
secY,CDS,NC_002505,rpsE,CDS,NC_002505,151,6,1.7042447941696612e-188,3.545076026272051e-185,2,-,2754232,2755597,2756221,2756755,-,1.0,0.0
VC2659,CDS,NC_002505,VC2657,CDS,NC_002505,151,10,2.8354292317525285e-190,5.981410051565817e-187,2,+,2829689,2830077,2828555,2829291,+,1.0,0.0
VC1085,CDS,NC_002505,VC1086,CDS,NC_002505,151,13,2.9274092320911162e-183,5.783352505468643e-180,2,+,1151310,1152632,1152611,1154211,+,1.0,0.0
VC0602,CDS,NC_002505,VC0601,CDS,NC_002505,151,7,1.06164876534e-312,4.775961275852055e-309,2,+,628772,630996,626291,628775,+,0.958,0.0
Vcr216,sRNA,NC_002505,GcvB,sRNA,NC_002505,151,5,5.973840206865768e-206,1.368434539558762e-202,2,-,2518786,2518953,954721,954924,-,0.9933,0.0
VC0242,CDS,NC_002505,VC0241,CDS,NC_002505,149,16,2.073202453603662e-234,5.798537613043122e-231,2,+,247926,249296,246647,247946,+,0.9827,0.0054
FlaX,sRNA,NC_002505,VC2143,CDS,NC_002505,147,3,2.267213339892521e-97,1.8980845742805132e-94,2,-,2334422,2334688,2297745,2298815,-,1.0,0.0
